,name,image,keys,points,calories,summary
621,Tofu Stir Fry with Vegetables in a Soy Sesame Sauce,https://www.skinnytaste.com/wp-content/uploads/2021/09/Tofu-Stir-Fry-8-260x390.jpg,"['DF', 'GF', 'HP', 'HF', 'Q', 'V']",3,294.0,This quick and easy Sesame Soy Tofu Stir Fry is loaded with fresh and colorful vegetables and plant-based protein.
622,Chicken Cutlet Caprese Salad,https://www.skinnytaste.com/wp-content/uploads/2021/09/Chicken-Cutlet-Caprese-Salad-7-260x390.jpg,"['GF', 'MP']",10,462.0,"Chicken Cutlet Caprese Salad takes advantage of end-of-summer heirloom tomatoes with lightly pan-fried chicken cutlets, fresh mozzarella, and basil."
623,Strawberry Cheesecake Dip,https://www.skinnytaste.com/wp-content/uploads/2021/09/Strawberry-Cheesecake-Dip-10-260x390.jpg,"['GF', 'KF', 'Q']",6,103.0,Strawberry Cheesecake Dip tastes just like cheesecake in dip form – perfect for serving with fresh fruit or graham crackers.
624,Beef Stew with Pumpkin,https://www.skinnytaste.com/wp-content/uploads/2021/09/Beef-Stew-with-Pumpkin-8-260x390.jpg,"['DF', 'FM', 'GF', 'KF', 'PC', 'SC']",10,600.0,This hearty beef stew recipe cooks low and slow on the stove with pumpkin (or butternut/acorn squash) added when the beef is tender. Serve with crusty bread to soak up every last drop!
625,Chicken Romano Meatballs,https://www.skinnytaste.com/wp-content/uploads/2021/09/Chicken-Romano-Meatballs-9-260x390.jpg,['GF'],7,295.0,"These flavor-packed Chicken Romano Meatballs stuffed with Romano cheese, herbs, and garlic are topped with a lemony white wine pan sauce."
626,Chicken Cacciatore,https://www.skinnytaste.com/wp-content/uploads/2008/06/Chicken-Cacciatore-3-260x390.jpg,"['FM', 'HF', 'KF']",7,288.0,Chicken Cacciatore is a rustic Italian chicken dish made with bell peppers and mushrooms simmered in tomato sauce.
627,Summer Vegetables with Sausage and Potatoes Skillet (One Pot),https://www.skinnytaste.com/wp-content/uploads/2012/07/Summer-Vegetables-with-Sausage-and-Potatoes-7-260x390.jpg,"['DF', 'GF', 'KF', 'W']",6,307.0,"This easy one-pot skillet dinner is made with chicken sausage, bell peppers, zucchini, baby red potatoes and fresh herbs."
628,Cilantro Lime Chicken Breast (Grilled or Air Fryer),https://www.skinnytaste.com/wp-content/uploads/2021/08/Cilantro-Lime-Chicken-Breast-5-260x390.jpg,"['AF', 'DF', 'GF', 'HP', 'LC', 'MP']",0,217.0,"Cilantro Lime Chicken is the the most flavorful chicken breast recipe, marinated in olive oil, lime juice, lime zest, garlic, and cilantro and cooked in the air fryer or on the grill/grill pan."
629,Spicy Sriracha Tofu Rice Bowls (Air Fryer or Oven),https://www.skinnytaste.com/wp-content/uploads/2021/08/Spicy-Sriracha-Tofu-Rice-Bowls-11-260x390.jpg,"['AF', 'DF', 'GF', 'HP', 'HF', 'Q', 'V']",6,453.0,These Spicy Sriracha Tofu Rice Bowls (air fryer or oven directions) make a flavorful protein-packed meatless meal that comes together quickly!
630,Banana Nut Protein Oats,https://www.skinnytaste.com/wp-content/uploads/2021/08/Banana-Nut-Protein-Oats-7-260x390.jpg,"['GF', 'HP', 'HF', 'Q', 'V']",5,388.0,"This protein-packed bowl of oatmeal, sweetened with ripe banana and just a touch of maple syrup, uses vanilla protein shake, egg whites to add more protein and make the oats creamy."
631,Sausage and Pepper Stromboli (Stuffed Sausage Bread),https://www.skinnytaste.com/wp-content/uploads/2021/08/Spicy-Sausage-and-Pepper-Bread-11-260x390.jpg,['KF'],7,272.0,"Sausage and Pepper Stromboli, stuffed with Italian chicken sausage, peppers, and mozzarella is a terrific appetizer that’s always a hit!"
632,Oven Fried Chicken,https://www.skinnytaste.com/wp-content/uploads/2009/07/Oven-Fried-Chicken-6-260x390.jpg,"['AF', 'DF', 'GF', 'KF']",6,184.0,"Oven fried chicken is moist on the inside, golden and extra crispy on the outside from a secret ingredient – bran flakes! You can also make it in the air fryer!"
633,The Skinnytaste Ultimate Meal Planner,https://www.skinnytaste.com/wp-content/uploads/2021/08/SkinnytasteUltimateMealPlanner-260x390.jpg,[],,,I’m so excited to share Skinnytaste Ultimate Meal Planner is now available for pre-order!
634,Portuguese Seafood Stew,https://www.skinnytaste.com/wp-content/uploads/2009/03/Portugese-Seafood-Stew-7-260x390.jpg,"['DF', 'GF', 'HP', 'LC', 'Q']",4,447.0,"Portuguese Seafood Stew made with clams, shrimp, scallops and chorizo comes together in minutes! Serve it with some crusty bread and enjoy!"
635,Air Fryer Roasted Cauliflower Tacos,https://www.skinnytaste.com/wp-content/uploads/2021/08/Air-Fryer-Roasted-Cauliflower-Tacos-6-260x390.jpg,"['AF', 'HF', 'V']",11,284.0,"When you want meatless tacos, try these roasted cauliflower tacos made in the air fryer, topped with Peruvian green sauce and pickled red onions."
636,Garden Tomato Sauce,https://www.skinnytaste.com/wp-content/uploads/2021/08/Garden-Tomato-Sauce-7-260x390.jpg,"['DF', 'FM', 'GF', 'KF', 'LC', 'V']",1,61.0,"In the summer, there’s nothing better than homemade, fresh garden tomato sauce – perfect for your favorite pasta dish!"
637,Coconut Red Curry Shrimp Skewers,https://www.skinnytaste.com/wp-content/uploads/2021/07/Coconut-Red-Curry-Shrimp-Skewers-4-260x390.jpg,"['DF', 'GF', 'KF', 'LC', 'W']",1,252.0,"Grilled Coconut Red Curry Shrimp Skewers with bell pepper and onions are so flavorful, thanks to one of my favorite pantry staples – red curry paste."
638,Spice Rubbed Grilled Salmon with Black Beans and Corn,https://www.skinnytaste.com/wp-content/uploads/2012/04/Smoky-Spice-Rubbed-Grilled-Salmon-with-Black-Beans-and-Corn-14-260x390.jpg,"['DF', 'GF', 'HF', 'Q']",1,442.0,Grilled salmon seasoned with a smokey rub served with a fresh black beans and corn salsa.
639,Skinnytaste Air Fryer Dinners – Cookbook Cover Reveal,https://www.skinnytaste.com/wp-content/uploads/2021/07/Skinnytaste-1-260x390.jpg,['AF'],,,"I have big news! You all know how much I love my air fryer, my new cookbook Skinnytaste Air Fryer Dinners: 75 Healthy Recipes for Easy Weeknight Meals is out for pre-order!"
640,Strawberry Scones,https://www.skinnytaste.com/wp-content/uploads/2010/06/Low-Fat-Strawberry-Scones-8-260x390.jpg,"['KF', 'MP']",8,201.0,This easy strawberry scones recipe makes moist and tender scones studded with fresh strawberry pieces. They’re a wonderful breakfast treat and a delicious way to use up fresh strawberries!
641,Air Fryer Burst Tomato Burrata Caprese Salad,https://www.skinnytaste.com/wp-content/uploads/2021/07/Air-Fryer-Burst-Tomato-Burrata-Caprese-Salad-5-260x390.jpg,"['AF', 'GF', 'LC', 'Q', 'V']",12,307.0,Burst tomatoes are so quick and easy to make in the air fryer. Adding burrata cheese and arugula turns this into a delicious summer salad.
642,Cilantro Chicken Salad,https://www.skinnytaste.com/wp-content/uploads/2010/06/Cilantro-Chicken-Salad-5-260x390.jpg,"['DF', 'GF', 'KF', 'LC', 'MP', 'Q']",1,160.5,"This easy chicken salad recipe is made with scallions, cilantro with a hint of lime. It’s a tasty twist on traditional chicken salad with some Latin flavor!"
643,"Grilled Steak With Tomatoes, Red Onion and Balsamic",https://www.skinnytaste.com/wp-content/uploads/2017/08/Grilled-Flank-Steak-with-Tomatoes-Red-Onion-and-Balsamic-8-260x390.jpg,"['GF', 'KF', 'LC', 'Q', 'W']",5,198.0,"One of my favorite ways to make grilled steak in the summer. Topped with fresh chopped tomatoes, red onion, balsamic and oil. It’s fresh and a great way to enjoy those end-of-summer tomatoes!"
644,Baby Red Potato Salad with Apples,https://www.skinnytaste.com/wp-content/uploads/2012/07/potato-salad-11-260x390.jpg,"['DF', 'GF', 'KF', 'Q', 'V']",3,119.0,"Apples add a sweet crunch to every bite of this healthy baby red potato salad made with celery, Dijon, vinegar, and chives."
645,Foil Packet Cheesy Sausage and Peppers,https://www.skinnytaste.com/wp-content/uploads/2021/06/Foil-Packet-Cheesy-Sausage-and-Peppers-9-260x390.jpg,"['GF', 'KF', 'LC']",5,223.0,"Foil Packet Cheesy Sausage and Peppers are so easy to make on the grill if you’re camping, vacationing, or just looking for an easy dinner with even easier cleanup!"
646,Red White and Blue Fruit Skewers with Cheesecake Yogurt Dip,https://www.skinnytaste.com/wp-content/uploads/2013/05/strawberry-blueberry-skewers-05-260x390.jpg,"['KF', 'Q', 'V']",3,105.0,Easy Red White and Blue Fruit Skewers with Cheesecake Yogurt Dip is the perfect no-bake dessert for the summer!
647,Mexican Adobo Rubbed Grilled Pork Tenderloin,https://www.skinnytaste.com/wp-content/uploads/2013/04/Grilled-Pork_10-260x390.jpg,"['DF', 'GF', 'LC']",3,182.0,Make this flavorful grilled pork tenderloin seasoned with homemade Mexican adobo seasoning for a tasty weeknight dinner!
648,Grilled Bruschetta Chicken,https://www.skinnytaste.com/wp-content/uploads/2017/05/Grilled-Chicken-Bruschetta-3-260x390.jpg,"['GF', 'KF', 'LC', 'Q', 'W']",3,282.0,"Grilled Chicken Bruschetta is a summer staple in my house! Basically a caprese made with juicy tomatoes, mozzarella, basil, red onion, garlic and balsamic, a delicious weeknight meal!"
649,Caesar-Marinated Chicken Kabobs with Zucchini and Grilled Romaine,https://www.skinnytaste.com/wp-content/uploads/2021/06/Chicken-Caesar-Skewers-8-260x390.jpg,"['GF', 'HP', 'KF', 'LC']",3,289.0,Caesar-Marinated Chicken Zucchini Kabobs made with my homemade Caesar salad dressing and grilled romaine for a light and delicious summer dinner.
650,Grilled Shrimp Panzanella Skewers,https://www.skinnytaste.com/wp-content/uploads/2021/06/Shrimp-Panzanella-Skewers-4-260x390.jpg,"['DF', 'KF', 'Q']",1,216.0,"Grilled Shrimp Panzanella Skewers, layered with summer peaches, tomatoes, and sourdough bread, finished with balsamic and fresh basil."
651,"Ground Turkey Skillet with Zucchini, Corn, Black Beans and Tomato",https://www.skinnytaste.com/wp-content/uploads/2021/06/Santa-Fe-Turkey-Zucchini-Bowls_-4-260x390.jpg,"['DF', 'GF', 'HF', 'KF', 'MP', 'Q']",5,266.0,"This quick, one-pot Ground Turkey Skillet with zucchini, corn, tomatoes, and black beans is great for weeknight dinner or meal prep!"
652,Shrimp Ceviche,https://www.skinnytaste.com/wp-content/uploads/2021/06/Shrimp-Ceviche-8-260x390.jpg,"['DF', 'GF', 'HP', 'KF', 'Q', 'W']",1,147.0,"Shrimp “cook” in lime juice to make this flavorful Shrimp Ceviche, with fresh cilantro, cucumbers and jalapeño. The perfect summer appetizer!"
653,Asparagus and Swiss Cheese Frittata,https://www.skinnytaste.com/wp-content/uploads/2013/05/Asparagus-and-Swiss-Cheese-Frittata-7-260x390.jpg,"['GF', 'LC', 'Q', 'V']",3,243.0,"Asparagus and Swiss Cheese Frittata made with Spring asparagus, shallots and Swiss cheese – a delicious combination perfect for breakfast, lunch or dinner!"
654,Arroz Congri (Cuban Rice and Black Beans),https://www.skinnytaste.com/wp-content/uploads/2011/02/arroz-congri-rice-10-260x390.jpg,"['DF', 'GF', 'HF', 'V']",5,143.0,Arroz Congri is a Cuban black bean and rice dish using canned black beans that can be served as a side or meatless main dish.
655,Mayo-less Tuna Pasta Salad,https://www.skinnytaste.com/wp-content/uploads/2011/05/Mayo-less-Tuna-Salad-5-260x390.jpg,"['GF', 'KF', 'MP', 'Q']",5,271.5,This Mayo-less Tuna Pasta Salad is the answer if you’re not a fan of mayonnaise and love a cold tuna pasta salad for lunch on a hot summer day.
656,Grilled Flank Steak with Black Bean and Corn Salsa,https://www.skinnytaste.com/wp-content/uploads/2012/05/grilled-flank-steak-10-260x390.jpg,"['DF', 'GF', 'KF', 'Q']",4,250.0,"Grilled Flank Steak with a flavorful tomato, corn and black bean salsa is an easy, summer 30-minute weeknight dish!"
657,"Grilled Chicken, Strawberry, Avocado Salad with Citrus Dressing",https://www.skinnytaste.com/wp-content/uploads/2022/06/Grilled-Chicken-Salad-with-Strawberries-5-260x390.jpg,"['DF', 'GF', 'HF', 'LC', 'MP']",7,399.0,This Grilled Chicken Salad is full of fresh strawberries and avocado over butter lettuce with a delicious citrus dressing and toasted almonds.
658,Shrimp Egg Rolls (Air Fryer or Baked),https://www.skinnytaste.com/wp-content/uploads/2021/06/Air-Fryer-Shrimp-Egg-Rolls-9-260x390.jpg,"['AF', 'DF', 'KF', 'Q']",2,137.0,"Easy Shrimp Egg Rolls inspired by my favorite Chinese take-out only healthier, loaded with shrimp in every bite. Air fryer or baked!"
659,Chicken and Broccoli Recipe,https://www.skinnytaste.com/wp-content/uploads/2018/05/Chicken-and-Broccoli-Stir-Fry-3-260x390.jpg,"['DF', 'GF', 'HP', 'KF', 'LC', 'Q']",4,249.0,This Chicken and Broccoli recipe is made with strips of chicken and broccoli in a ginger-garlic stir-fry sauce that’s easy and delicious!
660,Lobster Roll Pasta Salad,https://www.skinnytaste.com/wp-content/uploads/2021/05/Lobster-Roll-Pasta-Salad-11-260x390.jpg,"['KF', 'Q']",6,282.0,"Lobster Roll Pasta Salad, inspired by one of my favorite summer sandwiches – a lobster roll – is loaded with lobster in every bite!"
661,Triple Berry Crisp,https://www.skinnytaste.com/wp-content/uploads/2011/07/Triple-Berry-Crisp_11-260x390.jpg,"['GF', 'KF', 'V']",6,152.0,"When summer berries are at their peak, make this warm berry crisp, and enjoy it with a scoop of frozen yogurt or whipped cream."
662,Air Fryer Chicken Sandwich with Sriracha Mayo,https://www.skinnytaste.com/wp-content/uploads/2021/05/air-fryer-chicken-sandwich-21-260x390.jpg,"['AF', 'HF', 'KF']",5,334.0,"This spicy, Air Fryer Chicken Sandwich inspired by Chick-fil-a is made with lean chicken breast brined in pickle juice and buttermilk, served with pickles and sriracha mayo  – SO good!"
663,Ambrosia Fruit Salad,https://www.skinnytaste.com/wp-content/uploads/2021/05/ambrosia-salad-09-260x390.jpg,"['GF', 'KF', 'Q']",6,163.0,"With a variety of fresh fruit, whipped cream, walnuts, and marshmallows, Ambrosia Fruit Salad is ready in minutes. The perfect summer dessert to bring to your next potluck!"
664,"Quinoa Salad with Kale, Cranberries and Mint",https://www.skinnytaste.com/wp-content/uploads/2021/05/Quinoa-Salad-with-Kale-Cranberries-and-Mint-7-260x390.jpg,"['DF', 'GF', 'MP', 'V']",5,191.0,"This healthy Quinoa Salad with Kale, Cranberries and Mint is perfect for bringing to a potluck or serving with anything you’re grilling, like chicken , fish, or steaks."
665,Oatmeal Berry Smoothie Bowl,https://www.skinnytaste.com/wp-content/uploads/2021/05/Oatmeal-Berry-Smoothie-Bowl-8-260x390.jpg,"['DF', 'HF', 'KF', 'MP', 'Q', 'V']",1,154.0,"When you want oatmeal AND a smoothie bowl, try this delicious Oatmeal Berry Smoothie Bowl made with oats, frozen berries and bananas."
666,Skillet Cajun Spiced Fish with Tomatoes,https://www.skinnytaste.com/wp-content/uploads/2012/03/Skillet-Flounder-with-Tomatoes-6-260x390.jpg,"['DF', 'GF', 'LC', 'Q']",0,206.0,"Cajun spices, tomatoes, onions and peppers give any white fish extra pizazz and a little kick. Super easy and quick!"
667,Bisteces a la Mexicana (Mexican Style Beef Stew),https://www.skinnytaste.com/wp-content/uploads/2021/05/Bistecas-a-la-Mexicana-8-260x390.jpg,"['DF', 'GF']",4,227.0,"Bisteces a la Mexicana is a flavorful Mexican-style beef stew that cooks on low heat with tomatoes, jalapenos, onion, herbs and spices."
668,Cheeseburger Crunch Wrap,https://www.skinnytaste.com/wp-content/uploads/2021/05/Cheeseburger-Crunch-Wrap-11-260x390.jpg,"['AF', 'HF', 'KF', 'LC', 'Q']",12,354.0,"This Cheeseburger Crunch Wrap is so easy, stuffed with classic burger ingredients and wrapped in a crunchy tortilla. Use any burger meat you wish here!"
669,Salmon Fried Rice,https://www.skinnytaste.com/wp-content/uploads/2020/12/Salmon-Fried-Rice-3-260x390.jpg,"['DF', 'GF', 'Q']",4,408.0,Salmon Fried Rice for one is made with brown rice and cauliflower rice for a quick meal you can whip up in 20 minutes for lunch or dinner.
670,Quick and Delicioso Cuban Style Black Beans,https://www.skinnytaste.com/wp-content/uploads/2011/01/Cuban-Black-Beans-9-260x390.jpg,"['DF', 'GF', 'HF', 'KF', 'Q', 'V']",1,114.0,"These are my quick and easy Cuban Style Black Beans recipe from canned beans to go with rice and steak, Pernil, pollo, etc."
671,Strawberries and Yogurt Whipped Cream,https://www.skinnytaste.com/wp-content/uploads/2021/04/Strawberries-and-Yogurt-Whipped-Cream-10-260x390.jpg,"['GF', 'KF', 'Q', 'V']",6,125.0,This lighter Strawberries and Cream folds Greek yogurt right into the whipped cream for a healthier (and yummier) spin on the classic!
672,Low-Yolk Egg Salad,https://www.skinnytaste.com/wp-content/uploads/2011/04/Half-Yolk-Egg-Salad-3-260x390.jpg,"['DF', 'GF', 'LC', 'MP', 'Q', 'V', 'W']",1,122.0,"This easy, low-yolk egg salad is made with a mix of whole eggs and egg whites with a little mayo and scallions. Serve this on your favorite whole grain bread, in a wrap or lettuce wrap."
673,Air Fryer Bacon Wrapped Pork Tenderloin,https://www.skinnytaste.com/wp-content/uploads/2021/04/Bacon-Wrapped-Pork-Loin-7-260x390.jpg,"['AF', 'DF', 'GF', 'HP', 'KF', 'LC', 'Q', 'W']",3,153.0,This quick and simple Bacon-Wrapped Pork Tenderloin cooked in the air fryer is perfect for weeknight dinners and packed with so much flavor!
674,Turkey Picadillo,https://www.skinnytaste.com/wp-content/uploads/2010/02/Turkey-Picadillo-8-260x390.jpg,"['DF', 'FM', 'GF', 'KF', 'LC', 'MP', 'Q', 'W']",6,238.0,"Turkey Picadillo is a lighter alternative to my favorite Cuban beef picadillo recipe only much leaner, and made with ground turkey instead."
675,"Farro Salad with Feta, Cucumbers and Sun Dried Tomatoes",https://www.skinnytaste.com/wp-content/uploads/2012/05/Farro-with-Feta-Cucumbers-and-Sun-Dried-Tomatoes-6-260x390.jpg,"['HF', 'Q', 'V']",6,241.0,"This farro salad is made with Mediterranean ingredients – cucumbers, tomatoes, lemon juice, feta, and mint – delicious as a side dish or even for lunch!"
676,Easy (10-minute) Waffled Salmon Cakes,https://www.skinnytaste.com/wp-content/uploads/2021/04/Waffled-Salmon-Cakes-5-260x390.jpg,"['DF', 'GF', 'LC', 'MP', 'Q']",2,169.0,"These easy Salmon Cakes, made with pantry and refrigerator staples are cooked in a waffle maker – only 10 minutes from start to finish!"
677,Mother’s Day Gift Ideas,https://www.skinnytaste.com/wp-content/uploads/2021/04/IMG_3527-260x390.jpg,[],,,"Mother’s Day is just around the corner, so I thought I’d share some (35) of my favorite Mother’s Day gift ideas with all price ranges in mind. So whether it’s for mom, grandma, your in-laws or a mother-like figure in your life —I got lots of ideas for you!"
